request_id,provider,prompt_id,replicate,local_cluster,is_lighthouse,word_count,output_tokens,thoughts_tokens,finish_reason,likely_truncated,too_short_unusable
anthropic|P01_baseline_please|r0032,anthropic,P01_baseline_please,32,2,True,110,150,,max_tokens,True,False
anthropic|P01_baseline_please|r0033,anthropic,P01_baseline_please,33,0,True,114,150,,max_tokens,True,False
anthropic|P01_baseline_please|r0034,anthropic,P01_baseline_please,34,2,True,117,150,,max_tokens,True,False
anthropic|P01_baseline_please|r0035,anthropic,P01_baseline_please,35,0,False,101,150,,max_tokens,True,False
anthropic|P01_baseline_please|r0036,anthropic,P01_baseline_please,36,2,True,118,150,,max_tokens,True,False
anthropic|P01_baseline_please|r0037,anthropic,P01_baseline_please,37,2,True,112,150,,max_tokens,True,False
anthropic|P01_baseline_please|r0038,anthropic,P01_baseline_please,38,2,True,106,150,,max_tokens,True,False
anthropic|P01_baseline_please|r0039,anthropic,P01_baseline_please,39,0,True,112,149,,max_tokens,True,False
anthropic|P01_baseline_please|r0040,anthropic,P01_baseline_please,40,0,False,100,150,,max_tokens,True,False
anthropic|P01_baseline_please|r0041,anthropic,P01_baseline_please,41,0,True,115,150,,max_tokens,True,False
anthropic|P01_baseline_please|r0042,anthropic,P01_baseline_please,42,0,False,117,150,,max_tokens,True,False
anthropic|P01_baseline_please|r0043,anthropic,P01_baseline_please,43,2,True,114,150,,max_tokens,True,False
anthropic|P01_baseline_please|r0044,anthropic,P01_baseline_please,44,2,True,114,150,,max_tokens,True,False
anthropic|P01_baseline_please|r0045,anthropic,P01_baseline_please,45,0,False,113,150,,max_tokens,True,False
anthropic|P01_baseline_please|r0046,anthropic,P01_baseline_please,46,0,True,112,150,,max_tokens,True,False
anthropic|P01_baseline_please|r0047,anthropic,P01_baseline_please,47,2,True,125,150,,max_tokens,True,False
anthropic|P01_baseline_please|r0048,anthropic,P01_baseline_please,48,0,False,119,150,,max_tokens,True,False
anthropic|P01_baseline_please|r0049,anthropic,P01_baseline_please,49,0,True,109,150,,max_tokens,True,False
anthropic|P01_baseline_please|r0050,anthropic,P01_baseline_please,50,2,True,114,150,,max_tokens,True,False
anthropic|P01_baseline_please|r0051,anthropic,P01_baseline_please,51,1,False,118,150,,max_tokens,True,False
anthropic|P01_baseline_please|r0052,anthropic,P01_baseline_please,52,0,True,116,150,,max_tokens,True,False
anthropic|P01_baseline_please|r0053,anthropic,P01_baseline_please,53,0,False,110,150,,max_tokens,True,False
anthropic|P01_baseline_please|r0054,anthropic,P01_baseline_please,54,2,True,110,150,,max_tokens,True,False
anthropic|P01_baseline_please|r0055,anthropic,P01_baseline_please,55,0,False,111,150,,max_tokens,True,False
anthropic|P01_baseline_please|r0056,anthropic,P01_baseline_please,56,2,True,115,150,,max_tokens,True,False
anthropic|P01_baseline_please|r0057,anthropic,P01_baseline_please,57,0,True,107,150,,max_tokens,True,False
anthropic|P01_baseline_please|r0058,anthropic,P01_baseline_please,58,0,True,111,150,,max_tokens,True,False
anthropic|P01_baseline_please|r0059,anthropic,P01_baseline_please,59,0,True,111,150,,max_tokens,True,False
anthropic|P01_baseline_please|r0060,anthropic,P01_baseline_please,60,0,False,114,150,,max_tokens,True,False
anthropic|P01_baseline_please|r0061,anthropic,P01_baseline_please,61,2,True,109,150,,max_tokens,True,False
anthropic|P01_baseline_please|r0062,anthropic,P01_baseline_please,62,0,True,107,150,,max_tokens,True,False
anthropic|P01_baseline_please|r0063,anthropic,P01_baseline_please,63,2,True,111,148,,max_tokens,True,False
anthropic|P01_baseline_please|r0064,anthropic,P01_baseline_please,64,2,True,110,150,,max_tokens,True,False
anthropic|P01_baseline_please|r0065,anthropic,P01_baseline_please,65,0,True,108,150,,max_tokens,True,False
anthropic|P01_baseline_please|r0066,anthropic,P01_baseline_please,66,0,True,108,150,,max_tokens,True,False
anthropic|P01_baseline_please|r0067,anthropic,P01_baseline_please,67,2,True,117,150,,max_tokens,True,False
anthropic|P01_baseline_please|r0068,anthropic,P01_baseline_please,68,0,False,105,150,,max_tokens,True,False
anthropic|P01_baseline_please|r0069,anthropic,P01_baseline_please,69,0,True,113,149,,max_tokens,True,False
anthropic|P01_baseline_please|r0070,anthropic,P01_baseline_please,70,0,True,118,150,,max_tokens,True,False
anthropic|P01_baseline_please|r0071,anthropic,P01_baseline_please,71,2,True,114,150,,max_tokens,True,False
anthropic|P01_baseline_please|r0072,anthropic,P01_baseline_please,72,2,True,111,150,,max_tokens,True,False
anthropic|P01_baseline_please|r0073,anthropic,P01_baseline_please,73,0,True,108,150,,max_tokens,True,False
anthropic|P01_baseline_please|r0074,anthropic,P01_baseline_please,74,0,False,106,150,,max_tokens,True,False
anthropic|P01_baseline_please|r0075,anthropic,P01_baseline_please,75,2,True,111,150,,max_tokens,True,False
anthropic|P01_baseline_please|r0076,anthropic,P01_baseline_please,76,2,True,110,150,,max_tokens,True,False
anthropic|P01_baseline_please|r0077,anthropic,P01_baseline_please,77,2,True,110,149,,max_tokens,True,False
anthropic|P01_baseline_please|r0078,anthropic,P01_baseline_please,78,0,False,111,150,,max_tokens,True,False
anthropic|P01_baseline_please|r0079,anthropic,P01_baseline_please,79,2,True,105,150,,max_tokens,True,False
anthropic|P01_baseline_please|r0080,anthropic,P01_baseline_please,80,0,False,104,150,,max_tokens,True,False
anthropic|P01_baseline_please|r0081,anthropic,P01_baseline_please,81,0,True,113,150,,max_tokens,True,False
anthropic|P01_baseline_please|r0082,anthropic,P01_baseline_please,82,2,True,109,150,,max_tokens,True,False
anthropic|P01_baseline_please|r0083,anthropic,P01_baseline_please,83,2,True,114,150,,max_tokens,True,False
anthropic|P01_baseline_please|r0084,anthropic,P01_baseline_please,84,2,True,116,150,,max_tokens,True,False
anthropic|P01_baseline_please|r0085,anthropic,P01_baseline_please,85,0,True,108,150,,max_tokens,True,False
anthropic|P01_baseline_please|r0086,anthropic,P01_baseline_please,86,2,True,112,150,,max_tokens,True,False
anthropic|P01_baseline_please|r0087,anthropic,P01_baseline_please,87,2,True,111,150,,max_tokens,True,False
anthropic|P01_baseline_please|r0088,anthropic,P01_baseline_please,88,2,True,111,150,,max_tokens,True,False
anthropic|P01_baseline_please|r0089,anthropic,P01_baseline_please,89,2,True,110,150,,max_tokens,True,False
anthropic|P01_baseline_please|r0090,anthropic,P01_baseline_please,90,0,True,111,150,,max_tokens,True,False
anthropic|P01_baseline_please|r0091,anthropic,P01_baseline_please,91,1,False,113,150,,max_tokens,True,False
anthropic|P01_baseline_please|r0092,anthropic,P01_baseline_please,92,0,True,104,150,,max_tokens,True,False
anthropic|P01_baseline_please|r0093,anthropic,P01_baseline_please,93,2,True,104,150,,max_tokens,True,False
anthropic|P01_baseline_please|r0094,anthropic,P01_baseline_please,94,0,True,118,150,,max_tokens,True,False
anthropic|P01_baseline_please|r0095,anthropic,P01_baseline_please,95,2,True,113,150,,max_tokens,True,False
anthropic|P01_baseline_please|r0096,anthropic,P01_baseline_please,96,2,True,110,150,,max_tokens,True,False
anthropic|P01_baseline_please|r0097,anthropic,P01_baseline_please,97,2,True,108,150,,max_tokens,True,False
anthropic|P01_baseline_please|r0098,anthropic,P01_baseline_please,98,0,True,107,150,,max_tokens,True,False
anthropic|P01_baseline_please|r0099,anthropic,P01_baseline_please,99,0,True,112,150,,max_tokens,True,False
anthropic|P01_baseline_please|r0100,anthropic,P01_baseline_please,100,0,False,110,150,,max_tokens,True,False
anthropic|P02_baseline_plain|r0001,anthropic,P02_baseline_plain,1,0,True,117,150,,max_tokens,True,False
anthropic|P02_baseline_plain|r0002,anthropic,P02_baseline_plain,2,0,True,110,150,,max_tokens,True,False
anthropic|P02_baseline_plain|r0003,anthropic,P02_baseline_plain,3,0,True,118,150,,max_tokens,True,False
anthropic|P02_baseline_plain|r0004,anthropic,P02_baseline_plain,4,0,True,116,150,,max_tokens,True,False
anthropic|P02_baseline_plain|r0005,anthropic,P02_baseline_plain,5,0,True,113,150,,max_tokens,True,False
anthropic|P02_baseline_plain|r0006,anthropic,P02_baseline_plain,6,0,False,106,150,,max_tokens,True,False
anthropic|P02_baseline_plain|r0007,anthropic,P02_baseline_plain,7,0,True,116,150,,max_tokens,True,False
anthropic|P02_baseline_plain|r0008,anthropic,P02_baseline_plain,8,0,True,114,150,,max_tokens,True,False
anthropic|P02_baseline_plain|r0009,anthropic,P02_baseline_plain,9,0,False,110,150,,max_tokens,True,False
anthropic|P02_baseline_plain|r0010,anthropic,P02_baseline_plain,10,0,True,114,150,,max_tokens,True,False
anthropic|P02_baseline_plain|r0011,anthropic,P02_baseline_plain,11,0,False,119,150,,max_tokens,True,False
anthropic|P02_baseline_plain|r0012,anthropic,P02_baseline_plain,12,0,True,117,150,,max_tokens,True,False
anthropic|P02_baseline_plain|r0013,anthropic,P02_baseline_plain,13,0,True,116,150,,max_tokens,True,False
anthropic|P02_baseline_plain|r0014,anthropic,P02_baseline_plain,14,0,True,109,150,,max_tokens,True,False
anthropic|P02_baseline_plain|r0015,anthropic,P02_baseline_plain,15,0,True,113,150,,max_tokens,True,False
anthropic|P02_baseline_plain|r0016,anthropic,P02_baseline_plain,16,0,False,103,150,,max_tokens,True,False
anthropic|P02_baseline_plain|r0017,anthropic,P02_baseline_plain,17,0,True,114,150,,max_tokens,True,False
anthropic|P02_baseline_plain|r0018,anthropic,P02_baseline_plain,18,0,True,106,150,,max_tokens,True,False
anthropic|P02_baseline_plain|r0019,anthropic,P02_baseline_plain,19,0,False,104,150,,max_tokens,True,False
anthropic|P02_baseline_plain|r0020,anthropic,P02_baseline_plain,20,0,True,110,150,,max_tokens,True,False
anthropic|P02_baseline_plain|r0021,anthropic,P02_baseline_plain,21,0,True,114,150,,max_tokens,True,False
anthropic|P02_baseline_plain|r0022,anthropic,P02_baseline_plain,22,0,True,106,150,,max_tokens,True,False
anthropic|P02_baseline_plain|r0023,anthropic,P02_baseline_plain,23,0,True,110,150,,max_tokens,True,False
anthropic|P02_baseline_plain|r0024,anthropic,P02_baseline_plain,24,0,True,103,150,,max_tokens,True,False
anthropic|P02_baseline_plain|r0025,anthropic,P02_baseline_plain,25,0,True,110,150,,max_tokens,True,False
anthropic|P02_baseline_plain|r0026,anthropic,P02_baseline_plain,26,0,True,118,150,,max_tokens,True,False
anthropic|P02_baseline_plain|r0027,anthropic,P02_baseline_plain,27,0,True,114,150,,max_tokens,True,False
anthropic|P02_baseline_plain|r0028,anthropic,P02_baseline_plain,28,0,True,112,150,,max_tokens,True,False
anthropic|P02_baseline_plain|r0029,anthropic,P02_baseline_plain,29,0,False,99,150,,max_tokens,True,False
anthropic|P02_baseline_plain|r0030,anthropic,P02_baseline_plain,30,0,False,121,150,,max_tokens,True,False
anthropic|P02_baseline_plain|r0031,anthropic,P02_baseline_plain,31,0,False,105,150,,max_tokens,True,False
anthropic|P02_baseline_plain|r0032,anthropic,P02_baseline_plain,32,0,True,118,150,,max_tokens,True,False
anthropic|P02_baseline_plain|r0033,anthropic,P02_baseline_plain,33,0,True,119,150,,max_tokens,True,False
anthropic|P02_baseline_plain|r0034,anthropic,P02_baseline_plain,34,0,True,118,150,,max_tokens,True,False
anthropic|P02_baseline_plain|r0035,anthropic,P02_baseline_plain,35,0,True,110,149,,max_tokens,True,False
anthropic|P02_baseline_plain|r0036,anthropic,P02_baseline_plain,36,0,True,114,150,,max_tokens,True,False
anthropic|P02_baseline_plain|r0037,anthropic,P02_baseline_plain,37,0,True,113,150,,max_tokens,True,False
anthropic|P02_baseline_plain|r0038,anthropic,P02_baseline_plain,38,0,False,119,150,,max_tokens,True,False
anthropic|P02_baseline_plain|r0039,anthropic,P02_baseline_plain,39,0,False,118,150,,max_tokens,True,False
anthropic|P02_baseline_plain|r0040,anthropic,P02_baseline_plain,40,0,True,106,150,,max_tokens,True,False
anthropic|P02_baseline_plain|r0041,anthropic,P02_baseline_plain,41,0,False,104,150,,max_tokens,True,False
anthropic|P02_baseline_plain|r0042,anthropic,P02_baseline_plain,42,0,True,117,150,,max_tokens,True,False
anthropic|P02_baseline_plain|r0043,anthropic,P02_baseline_plain,43,0,True,113,150,,max_tokens,True,False
anthropic|P02_baseline_plain|r0044,anthropic,P02_baseline_plain,44,0,False,116,150,,max_tokens,True,False
anthropic|P02_baseline_plain|r0045,anthropic,P02_baseline_plain,45,0,True,119,149,,max_tokens,True,False
anthropic|P02_baseline_plain|r0046,anthropic,P02_baseline_plain,46,0,True,109,150,,max_tokens,True,False
anthropic|P02_baseline_plain|r0047,anthropic,P02_baseline_plain,47,0,True,114,150,,max_tokens,True,False
anthropic|P02_baseline_plain|r0048,anthropic,P02_baseline_plain,48,0,True,114,150,,max_tokens,True,False
anthropic|P02_baseline_plain|r0049,anthropic,P02_baseline_plain,49,0,True,107,150,,max_tokens,True,False
anthropic|P02_baseline_plain|r0050,anthropic,P02_baseline_plain,50,0,True,117,150,,max_tokens,True,False
anthropic|P02_baseline_plain|r0051,anthropic,P02_baseline_plain,51,0,False,105,149,,max_tokens,True,False
anthropic|P02_baseline_plain|r0052,anthropic,P02_baseline_plain,52,0,True,111,150,,max_tokens,True,False
anthropic|P02_baseline_plain|r0053,anthropic,P02_baseline_plain,53,0,False,115,150,,max_tokens,True,False
anthropic|P02_baseline_plain|r0054,anthropic,P02_baseline_plain,54,0,False,106,150,,max_tokens,True,False
anthropic|P02_baseline_plain|r0055,anthropic,P02_baseline_plain,55,0,True,113,150,,max_tokens,True,False
anthropic|P02_baseline_plain|r0056,anthropic,P02_baseline_plain,56,0,True,113,149,,max_tokens,True,False
anthropic|P02_baseline_plain|r0057,anthropic,P02_baseline_plain,57,0,False,114,149,,max_tokens,True,False
anthropic|P02_baseline_plain|r0058,anthropic,P02_baseline_plain,58,0,True,114,150,,max_tokens,True,False
anthropic|P02_baseline_plain|r0059,anthropic,P02_baseline_plain,59,0,True,118,150,,max_tokens,True,False
anthropic|P02_baseline_plain|r0060,anthropic,P02_baseline_plain,60,0,True,114,150,,max_tokens,True,False
anthropic|P02_baseline_plain|r0061,anthropic,P02_baseline_plain,61,0,True,117,150,,max_tokens,True,False
anthropic|P02_baseline_plain|r0062,anthropic,P02_baseline_plain,62,0,True,115,150,,max_tokens,True,False
anthropic|P02_baseline_plain|r0063,anthropic,P02_baseline_plain,63,0,True,109,150,,max_tokens,True,False
anthropic|P02_baseline_plain|r0064,anthropic,P02_baseline_plain,64,0,True,104,150,,max_tokens,True,False
anthropic|P02_baseline_plain|r0065,anthropic,P02_baseline_plain,65,0,False,102,150,,max_tokens,True,False
anthropic|P02_baseline_plain|r0066,anthropic,P02_baseline_plain,66,0,False,107,150,,max_tokens,True,False
anthropic|P02_baseline_plain|r0067,anthropic,P02_baseline_plain,67,0,False,106,150,,max_tokens,True,False
anthropic|P02_baseline_plain|r0068,anthropic,P02_baseline_plain,68,0,False,115,150,,max_tokens,True,False
anthropic|P02_baseline_plain|r0069,anthropic,P02_baseline_plain,69,0,True,112,150,,max_tokens,True,False
anthropic|P02_baseline_plain|r0070,anthropic,P02_baseline_plain,70,0,True,114,150,,max_tokens,True,False
anthropic|P02_baseline_plain|r0071,anthropic,P02_baseline_plain,71,0,True,117,150,,max_tokens,True,False
anthropic|P02_baseline_plain|r0072,anthropic,P02_baseline_plain,72,0,True,112,150,,max_tokens,True,False
anthropic|P02_baseline_plain|r0073,anthropic,P02_baseline_plain,73,0,False,106,149,,max_tokens,True,False
anthropic|P02_baseline_plain|r0074,anthropic,P02_baseline_plain,74,0,False,113,150,,max_tokens,True,False
anthropic|P02_baseline_plain|r0075,anthropic,P02_baseline_plain,75,0,True,116,150,,max_tokens,True,False
anthropic|P02_baseline_plain|r0076,anthropic,P02_baseline_plain,76,0,False,117,150,,max_tokens,True,False
anthropic|P02_baseline_plain|r0077,anthropic,P02_baseline_plain,77,0,False,114,150,,max_tokens,True,False
anthropic|P02_baseline_plain|r0078,anthropic,P02_baseline_plain,78,0,True,121,150,,max_tokens,True,False
anthropic|P02_baseline_plain|r0079,anthropic,P02_baseline_plain,79,0,True,115,150,,max_tokens,True,False
anthropic|P02_baseline_plain|r0080,anthropic,P02_baseline_plain,80,0,True,112,150,,max_tokens,True,False
anthropic|P02_baseline_plain|r0081,anthropic,P02_baseline_plain,81,0,True,110,150,,max_tokens,True,False
anthropic|P02_baseline_plain|r0082,anthropic,P02_baseline_plain,82,0,False,110,150,,max_tokens,True,False
anthropic|P02_baseline_plain|r0083,anthropic,P02_baseline_plain,83,0,True,112,150,,max_tokens,True,False
anthropic|P02_baseline_plain|r0084,anthropic,P02_baseline_plain,84,0,True,117,150,,max_tokens,True,False
anthropic|P02_baseline_plain|r0085,anthropic,P02_baseline_plain,85,0,False,117,150,,max_tokens,True,False
anthropic|P02_baseline_plain|r0086,anthropic,P02_baseline_plain,86,0,False,104,150,,max_tokens,True,False
anthropic|P02_baseline_plain|r0087,anthropic,P02_baseline_plain,87,0,False,117,150,,max_tokens,True,False
anthropic|P02_baseline_plain|r0088,anthropic,P02_baseline_plain,88,0,True,115,150,,max_tokens,True,False
anthropic|P02_baseline_plain|r0089,anthropic,P02_baseline_plain,89,0,True,118,150,,max_tokens,True,False
anthropic|P02_baseline_plain|r0090,anthropic,P02_baseline_plain,90,0,True,117,150,,max_tokens,True,False
anthropic|P02_baseline_plain|r0091,anthropic,P02_baseline_plain,91,0,True,115,150,,max_tokens,True,False
anthropic|P02_baseline_plain|r0092,anthropic,P02_baseline_plain,92,0,True,113,149,,max_tokens,True,False
anthropic|P02_baseline_plain|r0093,anthropic,P02_baseline_plain,93,0,True,114,150,,max_tokens,True,False
anthropic|P02_baseline_plain|r0094,anthropic,P02_baseline_plain,94,0,False,108,150,,max_tokens,True,False
anthropic|P02_baseline_plain|r0095,anthropic,P02_baseline_plain,95,0,True,109,150,,max_tokens,True,False
anthropic|P02_baseline_plain|r0096,anthropic,P02_baseline_plain,96,0,True,105,150,,max_tokens,True,False
anthropic|P02_baseline_plain|r0097,anthropic,P02_baseline_plain,97,0,True,116,150,,max_tokens,True,False
anthropic|P02_baseline_plain|r0098,anthropic,P02_baseline_plain,98,0,True,117,150,,max_tokens,True,False
anthropic|P02_baseline_plain|r0099,anthropic,P02_baseline_plain,99,0,True,116,150,,max_tokens,True,False
anthropic|P02_baseline_plain|r0100,anthropic,P02_baseline_plain,100,0,True,110,150,,max_tokens,True,False
anthropic|P03_write_variant|r0001,anthropic,P03_write_variant,1,4,True,119,150,,max_tokens,True,False
anthropic|P03_write_variant|r0002,anthropic,P03_write_variant,2,4,True,124,150,,max_tokens,True,False
anthropic|P03_write_variant|r0003,anthropic,P03_write_variant,3,4,True,120,150,,max_tokens,True,False
anthropic|P03_write_variant|r0004,anthropic,P03_write_variant,4,1,True,124,150,,max_tokens,True,False
anthropic|P03_write_variant|r0005,anthropic,P03_write_variant,5,4,True,118,150,,max_tokens,True,False
anthropic|P03_write_variant|r0006,anthropic,P03_write_variant,6,1,True,124,150,,max_tokens,True,False
anthropic|P03_write_variant|r0007,anthropic,P03_write_variant,7,1,True,122,150,,max_tokens,True,False
anthropic|P03_write_variant|r0008,anthropic,P03_write_variant,8,0,False,117,149,,max_tokens,True,False
anthropic|P03_write_variant|r0009,anthropic,P03_write_variant,9,1,True,123,150,,max_tokens,True,False
anthropic|P03_write_variant|r0010,anthropic,P03_write_variant,10,4,True,108,150,,max_tokens,True,False
anthropic|P03_write_variant|r0011,anthropic,P03_write_variant,11,1,True,116,150,,max_tokens,True,False
anthropic|P03_write_variant|r0012,anthropic,P03_write_variant,12,1,True,109,150,,max_tokens,True,False
anthropic|P03_write_variant|r0013,anthropic,P03_write_variant,13,1,True,122,150,,max_tokens,True,False
anthropic|P03_write_variant|r0014,anthropic,P03_write_variant,14,0,False,118,150,,max_tokens,True,False
anthropic|P03_write_variant|r0015,anthropic,P03_write_variant,15,4,True,119,150,,max_tokens,True,False
anthropic|P03_write_variant|r0016,anthropic,P03_write_variant,16,3,True,109,150,,max_tokens,True,False
anthropic|P03_write_variant|r0017,anthropic,P03_write_variant,17,1,True,126,150,,max_tokens,True,False
anthropic|P03_write_variant|r0018,anthropic,P03_write_variant,18,4,True,123,150,,max_tokens,True,False
anthropic|P03_write_variant|r0019,anthropic,P03_write_variant,19,3,True,116,150,,max_tokens,True,False
anthropic|P03_write_variant|r0020,anthropic,P03_write_variant,20,0,False,115,150,,max_tokens,True,False
anthropic|P03_write_variant|r0021,anthropic,P03_write_variant,21,4,True,115,150,,max_tokens,True,False
anthropic|P03_write_variant|r0022,anthropic,P03_write_variant,22,4,True,116,150,,max_tokens,True,False
anthropic|P03_write_variant|r0023,anthropic,P03_write_variant,23,0,False,122,150,,max_tokens,True,False
anthropic|P03_write_variant|r0024,anthropic,P03_write_variant,24,4,True,112,150,,max_tokens,True,False
anthropic|P03_write_variant|r0025,anthropic,P03_write_variant,25,0,False,118,150,,max_tokens,True,False
anthropic|P03_write_variant|r0026,anthropic,P03_write_variant,26,0,False,121,150,,max_tokens,True,False
anthropic|P03_write_variant|r0027,anthropic,P03_write_variant,27,0,False,114,150,,max_tokens,True,False
anthropic|P03_write_variant|r0028,anthropic,P03_write_variant,28,4,True,122,149,,max_tokens,True,False
anthropic|P03_write_variant|r0029,anthropic,P03_write_variant,29,1,False,112,150,,max_tokens,True,False
anthropic|P03_write_variant|r0030,anthropic,P03_write_variant,30,4,True,112,150,,max_tokens,True,False
anthropic|P03_write_variant|r0031,anthropic,P03_write_variant,31,4,True,117,150,,max_tokens,True,False
anthropic|P03_write_variant|r0032,anthropic,P03_write_variant,32,1,True,120,150,,max_tokens,True,False
anthropic|P03_write_variant|r0033,anthropic,P03_write_variant,33,4,True,120,150,,max_tokens,True,False
anthropic|P03_write_variant|r0034,anthropic,P03_write_variant,34,4,True,122,150,,max_tokens,True,False
anthropic|P03_write_variant|r0035,anthropic,P03_write_variant,35,1,True,120,150,,max_tokens,True,False
anthropic|P03_write_variant|r0036,anthropic,P03_write_variant,36,3,True,108,150,,max_tokens,True,False
anthropic|P03_write_variant|r0037,anthropic,P03_write_variant,37,1,True,124,150,,max_tokens,True,False
anthropic|P03_write_variant|r0038,anthropic,P03_write_variant,38,-1,True,109,150,,max_tokens,True,False
anthropic|P03_write_variant|r0039,anthropic,P03_write_variant,39,1,True,122,150,,max_tokens,True,False
anthropic|P03_write_variant|r0040,anthropic,P03_write_variant,40,1,True,128,150,,max_tokens,True,False
anthropic|P03_write_variant|r0041,anthropic,P03_write_variant,41,-1,False,122,150,,max_tokens,True,False
anthropic|P03_write_variant|r0042,anthropic,P03_write_variant,42,4,True,116,150,,max_tokens,True,False
anthropic|P03_write_variant|r0043,anthropic,P03_write_variant,43,4,True,115,150,,max_tokens,True,False
anthropic|P03_write_variant|r0044,anthropic,P03_write_variant,44,4,True,118,150,,max_tokens,True,False
anthropic|P03_write_variant|r0045,anthropic,P03_write_variant,45,1,True,121,150,,max_tokens,True,False
anthropic|P03_write_variant|r0046,anthropic,P03_write_variant,46,1,True,119,150,,max_tokens,True,False
anthropic|P03_write_variant|r0047,anthropic,P03_write_variant,47,1,True,117,150,,max_tokens,True,False
anthropic|P03_write_variant|r0048,anthropic,P03_write_variant,48,4,True,119,150,,max_tokens,True,False
anthropic|P03_write_variant|r0049,anthropic,P03_write_variant,49,-1,False,110,150,,max_tokens,True,False
anthropic|P03_write_variant|r0050,anthropic,P03_write_variant,50,4,True,106,150,,max_tokens,True,False
anthropic|P03_write_variant|r0051,anthropic,P03_write_variant,51,1,True,124,150,,max_tokens,True,False
anthropic|P03_write_variant|r0052,anthropic,P03_write_variant,52,1,True,116,150,,max_tokens,True,False
anthropic|P03_write_variant|r0053,anthropic,P03_write_variant,53,4,True,119,150,,max_tokens,True,False
anthropic|P03_write_variant|r0054,anthropic,P03_write_variant,54,4,True,119,150,,max_tokens,True,False
anthropic|P03_write_variant|r0055,anthropic,P03_write_variant,55,0,False,112,150,,max_tokens,True,False
anthropic|P03_write_variant|r0056,anthropic,P03_write_variant,56,1,True,127,150,,max_tokens,True,False
anthropic|P03_write_variant|r0057,anthropic,P03_write_variant,57,4,True,106,150,,max_tokens,True,False
anthropic|P03_write_variant|r0058,anthropic,P03_write_variant,58,4,True,117,150,,max_tokens,True,False
anthropic|P03_write_variant|r0059,anthropic,P03_write_variant,59,4,True,121,150,,max_tokens,True,False
